DocId;text
1910-7-2-9;記留日中國鐵路會成立事 留日鐵路學生二百餘人。以現今國是。惟鐵路爲最急且危。士大夫熱心鐵路者。又恆苦於無術。客冬由岩倉鐵路學校學生發起。組織一中國鐵路會。先是。湖南曹君璜。於前年曾發起此會。後以他故。未果成立。學界惜之。此次發起諸君。矢志欲謀厥成。乃先開各省鐵路界代表會於會館。到者二十餘人。皆極贊成。十二月初旬。開鐵道院及東亞岩倉兩校同志大會。到者百數十人。公推湖北張君耀芬爲主席。常君春元演說該會成立之關係。張君福保演說該會之辦法。繼起演說者十餘人。已而主席張君。提議先定立該會之名義。幷須選舉職員。以專責成。衆皆稱是。於是投票選定正會長常君春元。副會長張君耀芬。定會名曰中國鐵路硏究會。中旬。又開職員會。歲杪。乃開大會。決議出一機關雜誌。所舉總編輯。爲雲南張君大義。連日與正副會長協議進行方法。惟慮經費難籌。據該會中人云。前次曹君發起時。常君亦已被選爲會長。今之當選。已爲第二次。故無論如何困難。務必謀達其目的。以副名義云。
1910-7-2-9;記留日中國鐵路會成立事 留日鐵路學生二百餘人。以現今國是。惟鐵路爲最急且危。士大夫熱心鐵路者。又恆苦於無術。客冬由岩倉鐵路學校學生發起。組織一中國鐵路會。先是。湖南曹君璜。於前年曾發起此會。後以他故。未果成立。學界惜之。此次發起諸君。矢志欲謀厥成。乃先開各省鐵路界代表會於會館。到者二十餘人。皆極贊成。十二月初旬。開鐵道院及東亞岩倉兩校同志大會。到者百數十人。公推湖北張君耀芬爲主席。常君春元演說該會成立之關係。張君福保演說該會之辦法。繼起演說者十餘人。已而主席張君。提議先定立該會之名義。幷須選舉職員。以專責成。衆皆稱是。於是投票選定正會長常君春元。副會長張君耀芬。定會名曰中國鐵路硏究會。中旬。又開職員會。歲杪。乃開大會。決議出一機關雜誌。所舉總編輯。爲雲南張君大義。連日與正副會長協議進行方法。惟慮經費難籌。據該會中人云。前次曹君發起時。常君亦已被選爲會長。今之當選。已爲第二次。故無論如何困難。務必謀達其目的。以副名義云。
1910-7-5-10;留日江西同鄕學生。以江西鐵路前有借外債消息。公舉代表文羣、王拜颺、朱念祖三人。並南京某學堂敎習李作舟。由甯到潯。該代表等當赴鐵路總局調査各項。並赴沙河一帶。閱視工程。擬在九江設立鐵路協會。九江學紳商等界。日前假座城內塔公祠開會。先由蔡某宣布歡迎代表宗旨。次代表文王朱三君演說江西鐵路種種腐敗。及規畫整頓方法。次李君演說鐵路種種關係。人人皆有調査鐵路之責。無論紳學工商。皆宜團結。以維持公益。次諾立女書院敎習梅雲英女士演說江西鐵路腐敗。皆由辦事諸君祗顧私利。不顧公益所致云。湖北　鄂路協會所招股款。已認定者。確有一千餘萬。現繳到之股。尙不足二百萬。其最大原因。係爲源茂隆錢莊倒塌後。萬副會長昭度。頓失財產之信用。而劉副會長人祥。又因受鄂督之嚴斥。頗有辭職之意。主持會務者。祇劉廉訪心源一人而已。劉爲人過於長厚。非創業之材。加以年荒米貴。商業蕭條。致繳路股者寥寥無幾。且自代表回鄂以後。路事集會。又在禁止之列。故始終未開大會。人心不免懈弛。部批六個月之限。轉瞬屆滿。如公司尙不能成立。兩路必仍爲部中攘去。將來借款官辦。鄂人又將何詞以拒。日前黎京卿大鈞。已由京卸差回鄂。然亦毫無舉動。蓋鄂人之意。欲借大淸銀行力號召路股。乃公請黎主持路事。不料黎竟以是去職也。又聞郵部以鄂路近日無甚舉動。且未聞有組織公司之說。疑代表前呈所稱優先股已經繳齊一語。不無誇張。故又密派湖北候補道陳兆葵。調査鄂路實在股。款究有若干。以爲對付地步。福建　廈門漳廈鐵路。已由嵩嶼築至下廳。約有二十里之遠。業已開車。近因江東橋建築費。約須數十萬。一時股本。尙未收齊。擬先開築支路。工程師王某。已帶同多人。赴龍巖永春一帶。察勘地勢矣。雲南蜀鐵路。郵部欲借外款。興工開辦。留東人聞信。當集衆開會。力籌抵制之方。已致電郵部、督、旅京同鄕、及諮議局等處。略言蜀鐵路歸官辦。借外款人死不承認。云云。
1910-7-6-9;留日江西學生因聞江西鐵路有借外債消息。特舉代表文羣等三人回江。自到省後。卽與各大團體磋商數次。旋又致書路公司及董事會。詰問三大要事。（一）東報宣載借債事。計日本陽厯明治四十三年三月二十四日東京報知新聞夕刋。同月二十五日東京讀賣新聞。同日東京每日電報。二十六日大阪朝日新聞。俱經先後登載。確言公司向其陳請借款。大有損害公司之名譽。公司應向其聲明取消。否則起訴可也。（二）此次劉總理入京。所籌借二百萬兩。是否確係股東之代表董事會所主張。抑係公司執事人之現總協理主張。或董事會合現總協理共同主張。如確係股東之代表董事會主張。則第一曾否確實得股東多數之贊成。第二將來用此款造成南潯全段。所攤出應得利益。是否專由現股東享受。第三借用此款後。如得損害。股東是否翻有限公司之奏案而負無限責任。共同負擔償還。如確係公司執事人之現總協理主張。則第一將來用此款造成南潯全段。所攤出應得利益。是否專由現總協理享受。第二借用此款後。如得損害。是否專由現總協理負擔償還。如確係董事會合現總協理共同主張。則將來享受利益及負擔責任之界說。亦應劃淸。且此項借款合同。是否用江西全省鐵路總公司名義。蓋用江西全省鐵路總公司關防。將來此項借款之債權。是否僅能行使於南潯一段。抑或得行使於其他之江西全省鐵路。（三）光緖丙午已借之吳端伯款一百萬兩。依照條約。距還期僅六載。現在股東及公司執事人。是否負擔責任。及其籌還之策。已有預算否。湖南　湘路長埠一段。先從北門外至南門外。經天心閣下老龍潭等處。接續展築。土工將次吿竣。現又從大椿橋經豹子嶺猴子石一帶。次第興工。洙昭兩埠工程。已成十之八九。其白石港上下。已經墊枕鋪軌。瑞記怡和兩洋行所訂造之車頭貨車客車三十餘輛。均限至六月取齊。似此分途並舉。趕速圖成。則九十月間當可有開車之望。
1910-7-9-11;粤路公司亦分電北京郵傳部農工商部云。竊粤路公司前請築佛山江門至新會縣城止一段。已由勸業道詳准張前督憲咨部。並飭勘明繪圖。迭稟有案。先據新甯鐵路擬展築江門白石一段。奉鈞部郵部批准。其自公益埠築至新會縣止江門一線。中多轇轕。俟詳細酌核。分別辦理等因。嗣經粤路公司聲明。除廣九等已定五枝路外。餘均由粤路承築。禀奉鈞郵部照會。公益埠與佛山相離太遠。新甯公司所請由江門接築至佛山之處。應庸議等因。具徵大部明見萬里。茲閱新甯傳單。稱奉鈞郵部批飭。接築江門白石一段。衆股東皇急萬分。實與原案不符。査新甯公益至新會城。現始興工。又請展築至白石。瞞稟聳聽。粤路贖款興築。本鉅路長。關繫全粤。將來養路溢利不敷。必資佛新枝路彌補。至甯路成本較小。利止一隅。築至新會。已極相讓。佛新江門商賈繁盛。粤路權利。侵奪不甘。損害重大。且恐股東顧慮解體。三期股銀難收。仰蒙大部維持。理合據實電懇。恩予曲全。仍將佛新枝路。留歸粤路。以免紛爭云云。蜀　雲南蜀鐵路公司。雖已成立數年。因款項無措。只得舉行隨糧認股。以爲開辦之費。惜人不知大義。李仲帥到任。各屬多有來省禀請減免從緩者。仲帥無可如何。始奏准收回官辦。由部籌款。近接留日學界來書。甚行反對。以蜀鐵路。關係存亡。今被督奏歸官辦。則民股無望。全路之款。由官籌撥。現在政府負債纍纍。安有餘款爲人修路。必不免於借外款。以路抵押。今欲救。必先保路。欲保路。則必爭回商辦。並先組織一鐵道協會總會於省城。各屬組織分會。並督促公司與政府交涉。一面就所在地方招募路股云云。
1912-9-7-27;敎育篇 凡將甲午喪師。外患日亟。國民惕厲。頗知富強之基。端在敎育。陳其璋李端棻輩。首以推廣學校相號召。安徽陝西諸省。如鄧華熙魏光燾等。亦頗設格致學堂。以爲之應。丁酉之冬。膠州旅順諸地。相繼爲列強所迫借。康有爲等乃昌言變法。立保國會於京師。朝野上下。始知警悟。而光緖變法之動機以啟。戊戌春。先有京師大學堂之設。繼令武試改習鎗礮。文試釐正文體。各省創立武備學堂。書院兼習西學。惟以其時阻撓者甚衆。四月。乃明定國是。實行變法。變更文試。改用策論。京師興學。爲各省倡。勸導紳士。使董學務。奬勵華僑。使創學堂。設官報館。創譯書局。遐邇觀聽。爲之一振。未閱四月。遽遭變政之禍。新政盡廢。於是敎育新事業。乃生一大頓挫。科舉復用八股。學堂任民自便。旣停止官報局。裁撤南學會。更査禁報館。防止立會。敎育新機。芟夷殆盡。庚子國變。幾搆滅亡之禍。於是向之阻撓者。始知改革爲不可緩。辛丑。復廢八股。停止武科。勸令海外留學。奬勵各省學堂。敎育事業。次第進行。是歲之冬。特設管學大臣。壬寅。頒定學制。癸卯甲辰之間。遞加改訂。各省學校。乃漸具規模。乙巳七月。停止科舉。九月。設立學部。丙午三月。宣布敎育宗旨。曰忠君尊孔尙公尙武尙實。十一月。升孔子爲大祀。在滿淸政府。固欲以尊孔一端。行其尊君之說。然種族革命。政治革命之說。幾已深入人心。雖復以奬勵學生。禁止言論。爲一時補苴之計。而卒歸無效。故滿淸時代敎育之革新。不啻爲革命之導線。民國肇興。敎育方針。因以一變。元年九月。宣布敎育宗旨。曰注重道德敎育。以實利敎育軍國民敎育輔之。更以美感敎育完成其道德。首公布小學校中學校及師範敎育令。敎育完全之革新。基於此矣。茲特綜計十年以來敎育情形。首學制沿革。次高等敎育及實業敎育。次普通敎育及師範敎育。次敎育行政機關及敎育會。以社會敎育及報章書籍終焉。僅述梗槪。其詳則非茲篇所能盡也。第一節 學制之沿革（一） 管學大臣及學務大臣時代之學制辛丑冬。張百熙爲管學大臣。始籌議學堂章程。以爲頒定學制之預備。壬寅正月。先定大學堂章程。七月。乃以學堂章程頒行各省。分蒙學四年、初等小學三年、高等小學三年、中學四年。其高等學堂以上。無一定之限制。內容簡略。偏而不全。癸卯閏五月。張之洞復商訂之。定三歲至七歲爲蒙養院。七歲入初等小學。（修業五年）同等者有藝徒學堂。（四年）次爲高等小學。（四年）同等者有初等農工商實業學堂。（三年）次爲中學。（五年）同等者有中等農工商實業學堂。（豫科二年、本科三年、）初級師範學堂。（五年）次爲高等學堂。內分三類。（三年）同等者有高等農工商實業學堂。（三年）優級師範學堂。（三年）次爲大學堂。內分八科。曰經學文學法政醫學格致農工商。（三年或四年）其上有通儒院。（五年）大學畢業者入焉。學堂課程。槪參酌外國學制。惟讀經一科。頗費硏究。據所定章程。初等小學。讀孝經論語學庸孟子及禮記節本。高等小學。讀詩書易及儀禮節本。中學讀春秋左傳及周禮節本。高等學堂。習經學大義。學校時間。因此增多。（二） 學部設立時之學制乙巳。學部旣設。除特定女學堂章程外。餘殆仍用舊制。己酉。始變通初等小學章程。一曰初等小學堂。約分科爲五。讀經一科。減去學庸孟子。自第三年始授之。而每周各科敎授時間。自第二年起。一律增至三十六小時。仍以五年畢業。一曰小學簡易科。內分二種。一爲四年畢業。一爲三年畢業。每周授課時間。自第二年起。亦一律爲三十六小時。中學章程。是時復分文科實科二種。文科以讀經講經國文外國語歷史爲主課。實科以外國語算學物理化學博物爲主課。每周幷通習各科時間。亦爲三十六小時。（三） 學部第二次改訂學制庚戌十一月。更訂兩等小學堂課程。廢簡易科。定初等小學爲四年制。第一第二年、每周授課二十四小時。第三第四年、每周三十小時。讀經一科。減爲每周五小時。仍自第三年始。高等小學課程。無大變更。惟讀經算學。減增一二小時而已。十二月。改訂中學文實科課程。就其程度設備及文實二科主課與通習之時間。幷加改訂。讀經則仍舊貫。惟文科讀經。每周時間。略從省減。辛亥閏六月。編定單級敎授二部敎授之制。課程內容。未加損益。（四） 民國元年之學制民國元年正月。臨時政府敎育部。定普通敎育暫行辦法。學堂一律改稱學校。初等小學。男女同校。前淸女學校章程。暫時照舊。小學中學。讀經一律廢止。小學注重手工。高等小學以上。體操特重兵式。中學廢止文實分科之制。與初級師範均改四年畢業。每周授課時間。大加減省。以爲暫行之標準。九月。頒學校系統表。茲列示如左。數月以來。小學校令、中學校令、師範敎育令、專門學校令、大學令。均陸續發布。然僅爲敎育部部令。非民國正當之法律。未有完全之效力。目下學制。無可依據。自當暫行作爲標準。若夫根據國憲。成爲法制。則當俟國會之議定也。第二節高等教育及實業教育（一） 壬寅以前之高等敎育吾國輸入西學。其屬於政府之經營者。以船政、水師、武備、同文、廣方言館、諸學校爲嚆矢。乙未。籌辦新政。議立學堂。始爲人材敎育之計。沿海各省。先後興學。南北洋水陸師學堂。如天津之頭等學堂。上海之南洋公學。先後踵起。然除外國語以外。其餘科學程度。乃與中學相等。丙申丁酉之間。各省頗設學堂。然亦無以過之。戊戌正月。京師旣創大學堂。於是湖北時務學堂之設立。江陰南菁書院之變更。略爲高等敎育之計畫。八月。新政盡廢。高等敎育諸學校。僅得維持其現狀。歷己亥庚子。京師大學堂等。皆毫無進步。辛丑。復奬勵各省學堂。以張百熙舉辦京師大學堂。是時北洋學堂南洋公學等。亦漸進於高等敎育矣。（二） 壬寅以後之高等敎育壬寅正月。設大學堂總敎習。以吳汝綸任之。癸卯。更設大學堂總監督。以張亨嘉任之。先是各省學堂。多濫稱大學之名。至是乃改稱高等學堂。甲辰乙已之間。硏究政法之學者漸盛。丙午以降。自京師以及各省。殆無不以設立法政學堂爲亟。醫學惟北洋醫學堂、京師專門醫學堂、爲著。若江南之文科高等學堂。湖北之存古學堂。山東之曲阜學堂。則皆文學之專門學校也。己酉。各省高等學堂。畢業者漸衆。而京師大學堂。進步甚緩。庚戌二月。分科大學。始行開學之禮。且各省高等學堂。程度不一。與大學堂系統。未能銜接。故畢業諸生。不入大學堂者頗多。民國元年。改稱北京大學。次第任嚴復章士釗馬良爲校長。皆就任未久。旋卽辭職。邇來議於南京武昌廣州三區。增設大學。若同時幷舉。互相競爭。則北京大學。當必有革新之一日。至於專門學校。則醫學法政等設置。各省皆次第增長。法政尤爲發達。而其他專門學校。尙未之見也。（三） 私立專門學校私立學校。萌芽於戊戌之頃。如京師之通藝學堂、上海之東文學社等皆是。厥後上海一隅。因南洋公學之退學。乃有愛國學社。因震旦學校之競爭。乃有復旦公學。因留日學界之風潮。乃有中國公學。其他各地富豪及公益團體所設之專門學校。不能備舉。然著名者尙少。至敎會私立之專門學校。頗有規模宏遠者。於我國敎育前途。實大有關係焉。（四） 海外留學高等敎育。十年以來。惟海外留學生爲盛。昔三十年前。雖已派遣學生。留學歐美。然多屬幼年子弟。未受本國敎育。故收效較寡。其後屢有派遣。歸國著有成績者。亦不乏人。戊戌己亥之際。留學日本者漸盛。雖日本維新。僅三十年。未足與歐美比。然以同文之故。而留學者又多屬成材之士。故事半而功倍。壬寅。設留學日本學生總監督。東渡者益踵相接。甲辰乙巳之交。殆達萬人以上。其中頗有夙諳政治敎育之士。故影響尤大。且各省提學使。未任事以前。亦赴日本。在文部省特設講筵。請業於日本諸敎育家。當時傾倒於日本可謂至矣。戊申以降。習速成簡易科者日少。而入專門學校者日多。乃與日本特訂五校。使每年多收留日學生。以十五年爲期。五校者。第一高等學校、東京高等師範學校、東京高等工業學校、千葉醫學專門學校、及山口高等商業學校、是也。歐美留學生。初不甚盛。丙午以降。京師及各省派遣者日衆。其程度多在中等以上。近年畢業大學之士漸多。美國返庚子償款。以助中國興學。故派赴美國者。特多於英德法比諸國。近年且有北京淸華學堂及靑島大學之設。則留學德美者。準備尤便。將來二國留學之盛。更可豫卜也。（五） 實業敎育壬寅以來。各省講求實業敎育者。程度槪屬中等以下。除郵傳部高等實業學堂山東農林學堂等少數者以外。其餘如江南四川奉天江西等省之實業學堂。浙江山東廣西江南等省之蠶業學堂。湖北陝西等省之礦業學堂。直隸湖北廣東四川等省之工業學堂。其系統程度。殆皆不甚分明。是蓋實業敎育十分幼稚故也。故是節僅具大槪。無足稱述。第三節 普通教育及師範教育（一） 普通敎育普通敎育者。合小學中學而言。而小學尤爲普通敎育之主體。國人初錮於科舉積習。殆不知普通敎育爲何物。舊日私塾。惟賴誦讀經籍。使學子得以略識文字。所謂國民常識者。莫之注意。辛丑。始令各省設立中小學堂。而各省所設者。無程度之區分。無系統之聯絡。壬寅癸卯。學堂章程。幾經改訂。各省中小學堂。程度課程。稍趨於一致。乃勸令各省廣設民立小學。歷甲辰乙巳。普通敎育。漸徵推廣。丙午。審定敎科書。以供普通敎育之用。其時留學日本師範速成科者。次第歸國。各省之師範簡易科畢業者亦日衆。故普通敎育。乃益促其進步。浙江之惰民。廣東之蛋戶。亦皆許其入學。沿及庚戌。敎育統計。各省計一百零一萬三千五百七十一人。京師計一萬一千四百一十七人。其中實業師範及專門諸生不過萬人左右。其餘皆受普通敎育者也。惟以今日學齡兒童。尙無實數。故就學兒童。當學齡兒童之若干。無由知之。辛亥統計。各省計一百二十八萬四千九百六十五人。京師計一萬五千七百七十四人。其中普通學生。加多二十六萬五千六百四十四人。約計加多四分之一。學堂處數。庚戌計三萬六千零五處。辛亥計四萬二千六百九十六處。簡易識字學塾之成績。據庚戌學部所調査。以四川爲最。全省約一萬六千餘所。學生約二十萬人。直隸約四千一百餘所。學生約七萬人。河南約二千五百餘所。學生約六萬人。湖北浙江山東廣東皆在千所上下。其餘各省槪在五百所以下。而以江蘇爲最少。民國元年。敎育統計。尙未發表。無從參考。此後若硏究國語統一之法。實施強迫敎育之制。促進各省師範敎育。改革敎會學堂。推廣華僑敎育。分期實行蒙回藏之敎育計畫。則數年之後。不難收敎育普及之效也。當學堂章程初頒時。定各府設中學堂一所。各縣設高等小學一所。功令所趨。考成所在。地方官吏。頗知注意。雖實際上未能盡善。而規模粗具。至各處地方團體。私立公立之小學校。日增月盛。其規模完善。選出於官立學校以上者亦頗不少。然鄕隅僻壤。未明敎育之意。名曰學堂。反不及當時私塾者。亦常有之。甚至劣紳莠士。借興學爲名。魚肉鄕里。侵呑公款。致敎育之聲價日墮。敎育之信用全失。毀學之風。因此而滋。則因國家對於公立私立之學校。但知奬勵。而無完善之法規。以促其改良故也。（二） 師範敎育普通敎育之發達與否。以師範敎育爲之基礎。壬寅保定師範學堂。三江師範學堂始立。爲各省倡。甲辰乙巳之間。各省後先繼起。大致以兩級師範學堂爲多。然優級師範。以選科居其多數。至各省府縣立之初級師範學校設立漸盛。而亦以簡易科速成科爲多。因當時敎員缺乏。不得不爲急就之計焉。據庚戌年學部統計。師範學生。較之己酉。減少三千有奇。則因簡易科等逐漸廢止。以全力辦理完全師範。故表面上之人數雖覺減少。實際則殊有進步。民國元年。議就北京南京太原武昌廣州成都六區。各設高等師範學校一所。尙無確實之計畫也。（附） 女子敎育今日女子敎育。較男子尤屬幼稚。故女子高等敎育。殆無可言。十年以前。女子普通學校。槪屬敎會所設。辛丑以降。各省士紳。提倡女學。女子小學。始漸發達。其中等程度之學校。師範工藝諸科。亦僅都會之地。間具一二。其海外留學者。歐美殊不多覯。惟日本稍衆。然亦以入實踐女學校。習簡易師範科者爲多。其硏究高等專門者蓋尠。近日女子因希望參政權之故。亦有法政學校之設。第四節 教育行政機關及教育會（一） 敎育行政機關舊日科舉時代。不完全之敎育機關。槪屬於禮部及各省學政。辛丑。設管學大臣。兼任大學堂事。然於全國之敎育行政。無完全之能力。癸卯。改稱學務大臣。而各省興學諸事。仍由督撫兼任。學政殆全屬科舉範圍。乙巳。停止科舉。學政專司考核學堂事務。歸學務大臣考核。敎育行政。漸趨統一。是年十一月。設立學部。丙午。學部與禮部畫分事權。次第以國子監及太常光祿鴻臚三寺幷入爲。裁撤學政。各省設提學使。於是敎育行政之新機關。因以確立。丁未以來。學部按次遣視學官。巡視各省。京師設督學局。直轄於學部。各縣設勸學所。而由提學使稽考其成績。民國成立。中央設敎育部。各省設敎育司或敎育科諸機關。而各縣亦多設敎育課。以謀敎育之進行。雖或有省自爲政之虞。然大體尙能統一於中央政府也。（二） 敎育會各省敎育會之設。昉自丙午。由學部擬定章程。以期補助敎育行政。省會由學務議紳視學及各學堂監督堂長等發起。稱敎育總會。府廳州縣由學務總董縣視學勸學員及各學堂監督堂長等發起。稱某府廳州縣敎育會。與總會互相聯絡。會中立敎育硏究會。師範講習所。復掌調査學堂。報吿統計。籌設宣講所圖書館及敎育品陳列館等事。其範圍殆與行政機關。易致爭執。其弊往往至於干涉敎育行政。甚旦及於敎育範圍以外。民國元年九月。公布敎育會令。分省縣及城鎭鄕三種。以硏究敎育事項。力圖敎育發達爲目的。與前淸章程。頗異其趣矣。（三） 中央敎育會議中央敎育會議。蓋爲行政上之諮詢機關。辛亥六月。前淸學部。曾舉行一次。由學務大臣。於會員中。選派會長副會長。其會員由敎育各機關。及著有學識或富有經驗者組織之。民國元年七月。敎育部開臨時敎育會議於北京。除直轄學校校辰外。總長延聘三十人。每省推選二人。此次會議。於各議案之外。幷議決中央敎育會議章程。以敎育總長爲議長。議員組織。與前頗異。除中央及各省蒙藏之行政機關敎育機關外。有立法機關四人。華僑四人。第五節 社會教育及報章書籍（一） 社會敎育社會敎育。十年以來。殊不發達。乙巳以前。通俗敎育。亦鮮設備。丙午以來。乃次第設立宣講所。編輯國民讀本。以補助普通敎育。然皆有名無實。未有成績可言。圖書館之制。各省隨在皆有。除書院學堂所附設者以外。以京師江南浙江諸藏書樓爲最著。然惟供高等敎育之參考。若通俗圖書館及巡回文庫諸設備。則尙在萌芽時代也。民國元年。敎育部於普通專門二司外。設社會敎育司。所掌事項。一、關於釐正通俗禮儀事項。二、關於博物館圖書館事項。三、關於動植物園等學術事項。四、關於美術館美術展覽會事項。五、關於文藝音樂演劇等事項。六、關於調査及搜集古物事項。七、關於通俗敎育及講演會事項。八、關於通俗圖書館巡行文庫事項。九、關於通俗敎育之編輯調査規畫等事項。社會敎育之發達。當自此始矣。（二） 報章社會敎育。尤以報章之影響爲最捷。吾國官報之制甚古。唐代已開其先。明淸邸鈔。槪沿其制。權民間報館之說。則始於海外通商以後。上海之申報等、最得風氣之先。若廣學會之萬國公報等。亦其次也。自今日視之。殆不足重。然當時已若鳳毛麟角矣。丁酉。時務知新諸報突起。發矇振聵。厥功甚偉。繼且時務改爲官報。旋以黨禍廢止。庚辛之交。中外日報及淸議報、亦能獨抒讜論。是時日本留學界。競出雜志。各以同鄕會名義出版。頗主張民族主義。如浙江江蘇湖北四川湖南廣東諸雜志。其最著者也。癸卯。乃釀成上海蘇報案之獄。甲辰。俄事警聞改稱警鐘日報。乙巳。卽被封禁。此後民報出現於日本東京。鼓吹種族革命。其說浸入內地。全國思想。爲之一變。未及三載。爲日本政府所封禁。當是之時。上海之民呼民吁。再接再厲。頗能喚起與論。其他各報。雖多爲人所買收。然神州民立諸報。獨能不畏強禦。大聲疾呼。故武漢起義。四方響應。報章實大有力焉。民國旣立。報章發達。有一日千里之勢。然發健全之議論者。尙不多觀焉。（三） 書籍新學書籍之輸入。昉自有明。幾何原本以外。天文格致諸學。翻譯甚多。海禁旣開。新敎徒藉傳敎之便。如廣學會益智書室格致書室等。次第編譯新籍。而中國學者亦多從事翻譯理科數學諸書。以江南製造局出版者爲尤著。及侯官嚴氏譯天演論。風行一時。國人思想。因以漸變。於是政法哲學諸科。譯自日文者。亦紛紛輸入。其中以法政之學。影響尤大。至於普通敎育之敎科書。則始盛於甲辰乙已之際。私家編撰。頗見重於世。故易於普及。而專門學術之書。則進步殊緩。若學報之刋。則惟農學報地學雜志國粹學報等爲稍著。其他鮮足觀者。是蓋學會未盛之所致也。
1914-11-6-39;同 二十二日 ●海軍部審辦留日海軍學生……海軍留日學生吳建等十九人。前以畢業囘國。由監督每人給發川資一百元。中有數人要求增加。遂各發三百元遣歸。事爲海軍部軍法司長所聞。遂於該生赴部考試時。羈留十八人。（其一人因未赴考）開海軍軍法會議審判。處以監禁十二年者三人。其餘均各處監禁之刑有差。
1915-12-2-26;同 二十四日 ●敎育部呈派留東學生監督……我國留日學生。前淸時向在駐日使署。設有管理游學日本學生監督處。民國成立以後裁撤。另訂經理規程。由部委經理員一人。常川駐日。經理部派留學生事務。並通咨各省各派經理一人。經理各本省留學事務。現駐日全權公使。以留東學務繁重。咨敎育部。請改中央經理員爲中央留學生監督。統率各經理員。辦理對外學務交涉。對內管理監查。當由部准咨改中央經理員爲部派監督。由部遴員充任。並不列入官制。幷擬訂留日學生事務規程四十條。呈請大總統鑒核。奉批如擬辦理。
1915-12-8-40;中國公學。創始於前淸光緖丙午年。（光緖三十三年）先是我國留日學生旣衆。日本文部省遂頒布一種取締規則。留學生以喪失國權太甚。力爭不得。乃相率歸國興學。中國公學實胚胎於此。此前淸光緖乙已年（光緖三十二年）一月事也。丙午二月。中國公學正式成立。學生三百餘人。籍佔十五省。惟經費無着。賡續爲難。姚烈士洪業卽因是憂憤投江而死。其後公學得各省之資助。有力者之提倡。始克集成巨款。購地建築校舍。而有今日之規模。蓋亦幾費經營矣。按公學地址。位於吳淞礮臺灣。基地宏敞。空氣新鮮。入門鐘樓巍然矗立。計有學生宿舍一百三十餘間。教職員辦事室十餘間。講舍十餘所。電機房三間。內外體操場兩處。學生設額五百人。除歷年各班畢業不計外。現有大學預科一班。政法商專門部三班。中學部甲乙二班。全年學費三十六元。宿費二十四元。膳費自理。志願入大學預科及專門部預科者。除在公學附屬中學校畢業得逕入學外。其他中學畢業生及有相當程度者。 一律須受入學試驗。志願入中學校者。須有高等小學校畢業資格。各科之目如左。大學預科 外國語國文 歷史 倫理 論理及心理 法學 通論專門部預科 法學通論 經濟原論 心理學 論理學 倫理學 國文 外國語（英德法日本語擇一種） 專門部法律科 憲法 行政法 羅馬法 刑法 民法 商法 破產法 刑事訴訟法 民事訴訟法 國際公法 國際私法 外國語 （以下各種科目。得選擇一種以上習之。） 刑事政策 法制史 比較法制史 財政學 法理學專門部政治經濟科 憲法 行政法 政治學 刑法總論 國際公法 民法槪論 商法槪論 貨幣銀行論 農業政策 工業政策 商業政策 交通政策 殖民政策 財政學 統計學 簿記學 外國語 （以下各種科目。得選擇一種以上習之。） 國法學 政治史 外交史 經濟史 商業史 保險學 專門部商業科 商業道德 商用文 商業算術 商業地理 商業歷史 簿記（商業簿記 銀行簿記）工學（機械工程工場管理法） 商品學 經濟學（經濟原論 貨幣論 銀行論 投機論 恐慌論 商業政策） 法學（民法 商法 破產法 商事行政法 國際法） 商業學（商業通論 保險論 銀行論 關稅論 海陸運輸論 買賣論 倉庫論 交易所論） 統計學（實用統計學） 會計學 理財學 商業實踐 英語 第二外國語（法德俄日之一） 蒙藏語（隨意科） 中學部 修身 國文 外國語 歷史 地理 數學 博物 物理化學 法制經濟 圖畫 手工 樂歌 體操
1918-15-6-62;同 十二日 ●留日學生罷學回國……留日學生因近日中日共同出兵交涉報載條件。不利於中國。在日本開會反對。被日本警察拘押。全體學生大憤。遂決議罷學回國。經駐日公使勸阻無效。近日已先後由日乘船回上海天津各埠。並組織留學生救亡團。力爭中日交涉條件。
1918-15-6-62;同 十二日 ●留日學生罷學回國……留日學生因近日中日共同出兵交涉報載條件。不利於中國。在日本開會反對。被日本警察拘押。全體學生大憤。遂決議罷學回國。經駐日公使勸阻無效。近日已先後由日乘船回上海天津各埠。並組織留學生救亡團。力爭中日交涉條件。
1919-16-6-62;同 七日 ●留日學生被捕風潮……我國留日學生。以本日爲國恥紀念日。聚衆列隊。先後向英美法俄意各國駐日公使署呈遞公理書。主張將膠州直接由德國交還中國。並向本國駐日公使要求在署開會。代理公使莊景珂未允。日本警察出而干涉。學生被捕者數十名。受傷者二十餘名。代理公使莊景珂及留學生監督江庸。均電政府辭職。
1921-18-22-187;同　二十四日 ●留日官費學生林桂等返國……留日官費學生。近因政府久不給款。難以支持。曾向駐使胡維德要求給發川資返國。本日已有林桂陳翼劻王子明等返國抵滬。
1922-19-18-24;同　二十二日 ⊙ 日本驅逐 中國僑工， 中國駐 橫濱領事向 日警署質問，留 日 中國學生亦表示不平。
1926-23-4-21;同　十四日 ◎ 東三省留 日學生三百餘人，因反對 日本出兵 南满，離日回國。
