"","DocId","Topic1","Topic2","Topic3","Topic4","Topic5","topicluster","Year","title","category_sup","authors","nrc_negative","nrc_positive","nrc_ratio","copeopi","tw_positive","tw_ratio","tw_neutral","tw_negative","tw_nonsent","tw_nonword"
"19","1908-5-1-42",0.00105476060251863,0.596098965051273,0.292521346665824,0.0911754285724814,0.0191494991079028,"2",1908,"各省報界彙誌","教育",NA,0,0.333333333333333,0.333333333333333,0.270511672222222,0.777777777777778,0.666666666666667,0,0.111111111111111,0.777777777777778,0
"20","1908-5-10-23",0.00080712156042827,0.285400620769595,0.215965458875326,0.00180814049382042,0.49601865830083,"2",1908,"後漢畫像石說","文藝","['姚振華']",0.115107913669065,0.151079136690647,0.0359712230215827,0.0400839154761905,0.96031746031746,0.30952380952381,0.214285714285714,0.650793650793651,0.873015873015873,0.00793650793650794
"21","1908-5-11-1",0.00296739096124817,0.00432762616269593,0.0681599544035402,0.923114765080554,0.00143026339196211,"3",1908,"光緖三十四年十月大事記","記載",NA,0.144508670520231,0.236994219653179,0.092485549132948,0.068384096875,0.955357142857143,0.580357142857143,0.116071428571429,0.375,0.633928571428571,0
"22","1908-5-12-19",0.000466033345569838,0.205482778512861,0.784720305547044,0.00238879167175465,0.00694209092277036,"1",1908,"學部咨復出使日本大臣嚴定留日學生畢業後考試資格文","法律",NA,0.115384615384615,0.166666666666667,0.0512820512820513,0.105639609183673,1.14285714285714,0.857142857142857,0.0816326530612245,0.285714285714286,0.816326530612245,0
"23","1908-5-3-33",0.000474114345405659,0.0131051000801036,0.983117540790322,0.000677030302658199,0.00262621448151024,"1",1908,"學部咨行各省督撫留日學生肄業外國語學校者毋庸改給官費文","教育",NA,0.152173913043478,0.152173913043478,0,0.0910449891304348,0.869565217391304,0.521739130434783,0.0869565217391304,0.347826086956522,0.91304347826087,0
"24","1908-5-3-37",0.000422625409024592,0.126252766671438,0.864865879850923,0.00167939398567756,0.00677933408293595,"1",1908,"各省游學彙誌","教育",NA,0.342105263157895,0.184210526315789,-0.157894736842105,-0.244620182,0.24,-0.48,0.04,0.72,0.12,0
"25","1908-5-8-24",0.000350596315064085,0.00169869763593908,0.99734436891719,0.000303203916803226,0.000303133215004197,"1",1908,"陸軍部發給就學日本陸軍學生訓諭幷章程","法律",NA,0.143968871595331,0.167315175097276,0.0233463035019455,0.0475153763157895,0.986842105263158,0.565789473684211,0.0526315789473684,0.421052631578947,0.907894736842105,0
"26","1909-6-1-10",0.00389594773966656,0.106052915607125,0.872664925914294,0.01357036085059,0.0038158498883253,"1",1909,"戊申下半年雜誌分類目次","其它",NA,0.2,0.2,0,0,0,0,1,0,3,0
"27","1909-6-1-2",0.000108816133476195,0.811048474695925,0.180371432078005,0.0056512360751967,0.0028200410173975,"2",1909,"憲政篇","記載",NA,0.328571428571429,0.157142857142857,-0.171428571428571,0.0331577288461538,0.538461538461538,-1.96153846153846,0.0384615384615385,2.5,0.807692307692308,0
"28","1909-6-11-9",0.000630929566874531,0.00433759138255129,0.99377363456624,0.00109764120008809,0.000160203284246568,"1",1909,"八記湘鄂路線商借外款情形","其它",NA,0.174418604651163,0.186046511627907,0.0116279069767442,0.0478000430434783,0.926086956521739,0.513043478260869,0.139130434782609,0.41304347826087,0.917391304347826,0
"29","1909-6-9-20",0.254329776092868,0.00458815119146691,0.274729906923069,0.464642212436653,0.00170995335594297,"2",1909,"續記中日兩國會議安奉鐵路問題","其它",NA,0.207317073170732,0.170731707317073,-0.0365853658536585,-0.0105205891666667,0.704166666666667,0.141666666666667,0.1125,0.5625,0.516666666666667,0
"30","1910-7-2-9",0.00198434889272447,0.267488581078873,0.51486974594411,0.209688915909274,0.00596840817501926,"2",1910,"中國時事彙錄","記載",NA,0.0789473684210526,0.197368421052632,0.118421052631579,0.118168175,1.15384615384615,1,0.153846153846154,0.153846153846154,1.34615384615385,0
"31","1910-7-5-10",0.000424941207154207,0.0527846524261097,0.94266430421274,0.00308481612188627,0.00104128603211032,"1",1910,"中國時事彙錄","記載",NA,0.185714285714286,0.15,-0.0357142857142857,-0.0404872542372881,0.644067796610169,0.23728813559322,0,0.406779661016949,0.355932203389831,0
"32","1910-7-6-9",0.000643165101937076,0.00504253227159164,0.991809494862401,0.00208297481395589,0.000421832950113938,"1",1910,"中國時事彙錄","記載",NA,0.196078431372549,0.107843137254902,-0.0882352941176471,0.016457163,0.64,0.1,0,0.54,1.24,0
"33","1910-7-9-11",0.000772074782947182,0.0136219887193747,0.981354938883292,0.00341590212934389,0.00083509548504213,"1",1910,"中國時事彙錄","記載",NA,0.202127659574468,0.117021276595745,-0.0851063829787234,0.01429553375,0.75,0.25,0.05,0.5,0.475,0
"34","1912-9-7-26",1.46889188166168e-05,0.952367472718979,0.000402408603821696,0.0470195931314788,0.000195836626903224,"2",1912,"上編 通論","其它","['傖父']",0.215003866976025,0.173240525908739,-0.0417633410672854,0.00914503405321285,0.819277108433735,0.293172690763052,0.107429718875502,0.526104417670683,0.854417670682731,0.00100401606425703
"35","1912-9-7-27",1.22735259504509e-05,0.996313584823516,0.00211854430985671,0.000673252261897892,0.000882345078779006,"2",1912,"下編 各論","其它",NA,0.165816326530612,0.181122448979592,0.0153061224489796,0.0706311420664207,0.988929889298893,0.568265682656827,0.173431734317343,0.420664206642066,0.808118081180812,0.003690036900369
"36","1914-11-6-39",0.00612931410288669,0.0147547566524393,0.965763213162403,0.0115535980600341,0.00179911802223714,"1",1914,"中國大事記","國內",NA,0.217391304347826,0.0869565217391304,-0.130434782608696,-0.0447647523809524,0.476190476190476,0,0.0476190476190476,0.476190476190476,1.28571428571429,0
"37","1915-12-2-26",0.00387276201169943,0.165832141362644,0.813158631293667,0.0111061903830827,0.00603027494890686,"1",1915,"中國大事記","國內",NA,0.0833333333333333,0.194444444444444,0.111111111111111,0.211505853846154,0.846153846153846,0.538461538461538,0,0.307692307692308,1.23076923076923,0
"38","1915-12-4-9",0.0964525345099202,0.000332975162042004,0.0275557909121499,0.872544469157892,0.00311423025799557,"3",1915,"日本要求事件","無專欄","['高勞']",0.182795698924731,0.188172043010753,0.0053763440860215,-0.00250077598349057,0.738207547169811,0.193396226415094,0.174528301886792,0.544811320754717,0.962264150943396,0.00471698113207547
"39","1915-12-8-40",0.00217933973471286,0.182468270422217,0.112622452720067,0.00465090691751531,0.698079030205488,"5",1915,"上海學校調查記","內外",NA,0.138364779874214,0.163522012578616,0.0251572327044025,0.0578985342857143,0.8,0.142857142857143,0.142857142857143,0.657142857142857,1.55714285714286,0
"40","1916-13-1-12",0.00167130357723471,0.000841798406385587,0.00108326808725577,0.767329539767871,0.229074090161253,"3",1916,"倭鏗人生學大意","無專欄","['民質']",0.200440528634361,0.213656387665198,0.013215859030837,0.0718117066066066,0.837837837837838,0.231231231231231,0.123123123123123,0.606606606606607,0.801801801801802,0
"41","1917-14-10-50",0.00268712544727261,0.00358612762540919,0.899015567253395,0.00145628204519053,0.0932548976287325,"1",1917,"赴日與第三次遠東運動會記","內外","['程樹仁']",0.125592417061611,0.218009478672986,0.0924170616113744,0.0783341027227723,1.14356435643564,0.777227722772277,0.0792079207920792,0.366336633663366,0.905940594059406,0
"42","1917-14-2-10",0.0117453247413149,0.000692173762748061,0.00240295743446975,0.00203974331605282,0.983119800745414,"5",1917,"杭州之絲織業","無專欄","['王士森']",0.201195219123506,0.201195219123506,0,0.0684681934523809,0.898809523809524,0.336309523809524,0.139880952380952,0.5625,0.764880952380952,0
"43","1917-14-9-4",0.00214711539591399,0.000576086572490256,0.00105952841605387,0.878744356903171,0.117472912712371,"3",1917,"中日親善之根本義","無專欄","['君實']",0.186619718309859,0.232394366197183,0.0457746478873239,0.0352965277432712,0.801242236024845,0.265010351966874,0.0848861283643892,0.536231884057971,0.710144927536232,0.0020703933747412
"44","1918-15-1-54",0.00171780893090947,0.00899356648270371,0.00323889820791874,0.0426391757064907,0.943410550671977,"5",1918,"華法教育會演說辭","內外",NA,0.10727969348659,0.28735632183908,0.18007662835249,0.130311514322917,1.375,1.171875,0.0520833333333333,0.203125,1.04166666666667,0
"45","1918-15-6-62",0.0233180435367978,0.0224897485762346,0.376929324587331,0.570222040057229,0.0070408432424075,"2",1918,"中國大事記","國內",NA,0.27027027027027,0.162162162162162,-0.108108108108108,-0.0058494875,0.5,-0.0833333333333334,0,0.583333333333333,0.166666666666667,0
"46","1918-15-8-81",0.00527797153726828,0.231960338295877,0.156073855893327,0.302620893751997,0.304066940521531,"2",1918,"留美學生季報","廣告",NA,0.0967741935483871,0.193548387096774,0.0967741935483871,-0.000822200000000001,0.5,0.0833333333333333,0,0.416666666666667,1.83333333333333,0
"47","1918-15-9-11",0.000721240006323141,0.716814067062663,0.0968528615050613,0.00717602063492789,0.178435810791024,"2",1918,"高等師範校長會議及參觀南京師範記","無專欄","['吳德彰', '周由廑']",0.115853658536585,0.164634146341463,0.0487804878048781,0.0739048270967742,0.754838709677419,0.367741935483871,0.161290322580645,0.387096774193548,1.03870967741935,0
"48","1918-15-9-60",0.123061887010616,0.0181992115498641,0.142746514988438,0.0772177241698778,0.638774662281204,"5",1918,"紀法國巴斯德醫學院","內外","['漢聲']",0.15954415954416,0.190883190883191,0.0313390313390313,0.0800824977741935,1.02764976958525,0.76036866359447,0.0506912442396313,0.267281105990783,1.36866359447005,0.00460829493087558
"49","1919-16-6-62",0.235571243906191,0.00511821631472198,0.66024641451654,0.0589467019565841,0.0401174233059628,"4",1919,"中國大事記","無專欄",NA,0.347826086956522,0.217391304347826,-0.130434782608696,-0.0147011771428571,0.457142857142857,-0.4,0.314285714285714,0.857142857142857,1.4,0
"50","1920-17-19-40",0.0479005951915384,0.0373347552450259,0.562053833802736,0.334911998146603,0.017798817614096,"2",1920,"中國之財政新計畫","國內",NA,0.194915254237288,0.15819209039548,-0.0367231638418079,0.0396813931102362,0.736220472440945,0.354330708661417,0.141732283464567,0.381889763779528,0.909448818897638,0
"51","1921-18-15-13",0.104776430393979,0.0943839925541986,0.0833077797816271,0.0536067857266904,0.663925011543505,"5",1921,"東西學生之交流","國際",NA,0.0704225352112676,0.154929577464789,0.0845070422535211,0.047939275,0.8,0.55,0.25,0.25,1.15,0
"52","1921-18-16-22",0.0177934771163036,0.000675541311585944,0.00135121960218938,0.000676988659767517,0.979502773310154,"5",1921,"日本觀察談","國際","['王桐齡']",0.146167557932264,0.167557932263815,0.0213903743315508,0.0137371255474453,0.664233576642336,0.164233576642336,0.197080291970803,0.5,0.916058394160584,0
"53","1921-18-1819-18",0.686062655203921,0.000948864694707955,0.000835098459226238,0.208676597952486,0.103476783689659,"4",1921,"就國法學上論太平洋會議","其它","['Y.D.']",0.174228675136116,0.225045372050817,0.0508166969147006,0.0269374951764706,0.783529411764706,0.232941176470588,0.12,0.550588235294118,0.825882352941177,0
"54","1921-18-1819-2",0.000124467486246286,0.000111045605550654,9.2396911216259e-05,0.999553618249091,0.000118471747895877,"3",1921,"太平洋會議之觀察與其先決問題——中國之新使命","社論","['陳嘉異']",0.173010380622837,0.227508650519031,0.0544982698961938,0.0585435452027695,0.938674579624134,0.456973293768546,0.114737883283877,0.481701285855589,0.803165182987141,0.0039564787339268
"55","1921-18-2-33",0.344490048976667,0.107334839375694,0.0250227020087368,0.0441483876008845,0.479004022038018,"4",1921,"蒙古之現狀及吾人今後之責任","國內","['馬伯援']",0.15,0.202380952380952,0.0523809523809524,0.0611963199052133,0.838862559241706,0.303317535545024,0.0473933649289099,0.535545023696682,0.819905213270142,0
"56","1921-18-22-187",0.0313147179085532,0.032158040527046,0.885195634779488,0.0415992329932418,0.00973237379167023,"1",1921,"中國大事記","國內",NA,0.235294117647059,0.294117647058824,0.0588235294117647,0.0476494818181818,0.636363636363636,0.363636363636364,0,0.272727272727273,2.54545454545455,0
"57","1922-19-18-24",0.671697813685434,0.0104760477707037,0.0502130232361104,0.246176016348246,0.0214370989595056,"4",1922,"時事日誌","國內",NA,0.25,0,-0.25,-0.0812312291666667,0.416666666666667,-0.166666666666667,0,0.583333333333333,0,0
"58","1922-19-23-21",0.0034082541004449,0.0507820374923452,0.903302645833574,0.0414549614729183,0.00105210110071757,"1",1922,"中國財政全部之內容","國內",NA,0.163636363636364,0.123636363636364,-0.04,0.0193136059440559,0.573426573426573,-0.328671328671329,0.0979020979020979,0.902097902097902,0.678321678321678,0
"59","1923-20-10-15",0.00140909876092118,0.000875819351718781,0.989130151123162,0.00740719384155334,0.00117773692264468,"1",1923,"第六次遠東運動會紀事","無專欄","['黃惟志']",0.138173302107728,0.236533957845433,0.0983606557377049,0.101630854924242,1.21590909090909,0.734848484848485,0.0946969696969697,0.481060606060606,1,0
"60","1923-20-12-36",0.00239246595073942,0.17920498313898,0.313243019379695,0.493090497794371,0.0120690337362146,"2",1923,"組織日本退款委員會之意見","社論",NA,0.0588235294117647,0.189542483660131,0.130718954248366,0.0933591487012987,1.07792207792208,0.909090909090909,0.012987012987013,0.168831168831169,1.20779220779221,0
"61","1923-20-21-8",0.864825791803982,0.00497912607903372,0.0309753041422838,0.0410063555546985,0.0582134224200016,"4",1923,"日本大震災中的暴行","國內","['仲雲']",0.232142857142857,0.0982142857142857,-0.133928571428571,-0.0868065115942029,0.427536231884058,-0.166666666666667,0.195652173913043,0.594202898550725,1.04347826086957,0.0072463768115942
"62","1923-20-7-2",0.797831222374628,0.000517549866785682,0.00330720268196889,0.195960668868135,0.00238335620848162,"4",1923,"『廢止二十一條』的中國國民外交","國內","['南雁']",0.230519480519481,0.162337662337662,-0.0681818181818182,0.00748066288209607,0.882096069868996,0.248908296943231,0.0829694323144105,0.633187772925764,0.912663755458515,0
"63","1924-21-1-26",0.0333151215172303,0.0010532106612347,0.00244696978040042,0.0460737272069537,0.917110970834181,"5",1924,"二十年來中國的經濟思想","無專欄","['李權時']",0.189155107187894,0.223203026481715,0.0340479192938209,0.0299886186122083,0.8491921005386,0.414721723518851,0.125673249551167,0.434470377019749,0.694793536804309,0
"64","1924-21-11-25",0.101684973312213,0.0553848144969086,0.139726937825961,0.299938178926694,0.403265095438223,"2",1924,"學術團對日本文化事業之宣言","資料",NA,0.0900473933649289,0.270142180094787,0.180094786729858,0.0946951701298701,1.16883116883117,0.857142857142857,0.181818181818182,0.311688311688312,0.779220779220779,0
"65","1924-21-6-14",0.0328564982306297,0.0481893422188596,0.0277005018310548,0.00092557174806566,0.89032808597139,"5",1924,"貴陽社會的狀况","無專欄","['於曙巒']",0.169267707082833,0.176470588235294,0.00720288115246098,-0.00134368231441048,0.72707423580786,0.0960698689956332,0.131004366812227,0.631004366812227,0.864628820960699,0
"66","1924-21-6-5",0.0577770579326975,0.281170638245244,0.37887012631643,0.27001286874956,0.012169308756069,"2",1924,"日本對華文化事業及其糾葛","國內","['誦虞']",0.0970149253731343,0.156716417910448,0.0597014925373134,0.0818178515625,0.921875,0.53125,0.09375,0.390625,1.125,0
"67","1924-21-9-3",0.0682483729700536,0.254282175789918,0.14072149878584,0.245627190165397,0.291120762288793,"2",1924,"日本對華文化事業的第二幕","國內","['朔一']",0.142259414225941,0.259414225941423,0.117154811715481,0.098661763028169,1.07042253521127,0.830985915492958,0.0704225352112676,0.23943661971831,1.35211267605634,0
"68","1925-22-16-13",0.75373564471094,0.000270921844366074,0.0149822269721926,0.00135857640260254,0.229652630069899,"4",1925,"日本大地震記","無專欄","['張梓生']",0.176158940397351,0.143046357615894,-0.033112582781457,-0.0301890216432866,0.707414829659319,0.18436873747495,0.12625250501002,0.523046092184369,0.843687374749499,0.00200400801603206
"69","1925-22-6-141",0.116527581013132,0.0581015819315755,0.820494576528812,0.00222726495605675,0.00264899557042383,"1",1925,"我們對於財政善後的主張","其它","['唐有壬']",0.171945701357466,0.16289592760181,-0.0090497737556561,0.0471221485169492,0.815677966101695,0.38135593220339,0.0911016949152542,0.434322033898305,0.841101694915254,0
"70","1925-22-8-19",0.000212296628511923,0.958414040964086,0.0074996031151558,0.00202583748192001,0.0318482218103262,"2",1925,"以姓取名","教育","['何西亞']",0.136363636363636,0.136363636363636,0,0.166953773684211,0.842105263157895,0.684210526315789,0.105263157894737,0.157894736842105,0.789473684210526,0
"71","1925-22-9-11",0.000415220802789731,0.000742581255195975,0.000273191301638726,0.00251306622551268,0.996055940414863,"5",1925,"留學問題與吾國高等教育之方針","無專欄","['胡先驌']",0.119940029985007,0.250374812593703,0.130434782608696,0.0684432429324894,1.02742616033755,0.630801687763713,0.124472573839662,0.39662447257384,0.926160337552743,0.00210970464135021
"72","1925-22-9-15",0.00955716400290745,0.00319923515183254,0.753071809537149,0.00134980936906277,0.232821981939048,"1",1925,"中國最近之新聞事業","無專欄","['周孝庵']",0.204123711340206,0.185567010309278,-0.0185567010309278,0.0274344533333333,0.87,0.25,0.166666666666667,0.62,0.596666666666667,0.00666666666666667
"73","1926-23-2-4",0.0138976083137964,0.00176949105095742,0.339191647311437,0.311794968824719,0.333346284499091,"2",1926,"普選後的日本都市制度","無專欄","['徐恆耀']",0.164819944598338,0.199445983379501,0.0346260387811634,0.0737017658135283,0.822669104204753,0.341864716636197,0.175502742230347,0.480804387568556,0.776965265082267,0
"74","1926-23-4-21",0.326268525075535,0.0524521175296758,0.492727868709663,0.0855627959706894,0.0429886927144363,"4",1926,"時事日誌","國內",NA,0.4,0,-0.4,0,0.444444444444444,-0.222222222222222,0,0.666666666666667,0.222222222222222,0
"75","1926-23-7-4",0.550628337706528,0.00198095865024007,0.393779514457624,0.0492995755306618,0.00431161365494574,"4",1926,"三月十八日國務院前之大慘殺事件","無專欄","['張梓生']",0.295986622073579,0.120401337792642,-0.175585284280936,-0.0515164206514806,0.58997722095672,-0.400911161731207,0.0842824601366743,0.990888382687927,0.849658314350797,0.00227790432801822
"76","1928-25-1-14",0.120702980997471,0.000896994461729423,0.000718945739855119,0.149847583183701,0.727833495617244,"5",1928,"中國政治經濟及敎育的槪觀","國際","['坂本義孝']",0.215434083601286,0.221864951768489,0.00643086816720256,0.0542614484200743,0.886617100371747,0.306691449814126,0.0985130111524164,0.579925650557621,0.687732342007435,0
"77","1929-26-9-18",0.0349651456880666,0.000736734346661478,0.000397813741197681,0.000723019762231575,0.963177286461843,"5",1929,"高爾基訪問記","教育","['朔一']",0.127868852459016,0.254098360655738,0.126229508196721,0.0882913204189189,0.837837837837838,0.477477477477477,0.162162162162162,0.36036036036036,0.891891891891892,0.00900900900900901
"78","1930-27-12-73",0.00376559410272058,0.0643430464698267,0.00539463755987901,0.0196725739309558,0.906824147936618,"5",1930,"敎育雜誌","廣告",NA,0.1,0.06,-0.04,0.04468297,0.933333333333333,0.666666666666667,0.0666666666666667,0.266666666666667,2.33333333333333,0
"79","1930-27-17-27",0.236526251856662,0.159445914414511,0.380913824016844,0.0398254170297402,0.183288592682243,"4",1930,"時事日誌","國內",NA,0.111111111111111,0.0555555555555556,-0.0555555555555556,-0.0710263125,0.25,-0.375,0.125,0.625,2,0
"80","1930-27-3-7",0.999224622509616,7.6918894412345e-07,0.000147941403706656,0.000221890459872259,0.000404776437860983,"4",1930,"牽動世界經濟的日本金解禁政策","無專欄","['袁釗']",0.220408163265306,0.179591836734694,-0.0408163265306123,-0.00666815719897959,0.726190476190476,0.113945578231292,0.0816326530612245,0.612244897959184,0.744897959183674,0
"81","1931-28-19-8",0.000232678740990424,0.197243716328797,0.00025120318182347,0.801828142299232,0.000444259449157054,"3",1931,"二十年來中國制憲工作的囘溯","其它","['周逸雲']",0.15959595959596,0.212121212121212,0.0525252525252525,0.059540161357868,0.954314720812183,0.534263959390863,0.124365482233503,0.42005076142132,0.790609137055838,0
"82","1931-28-20-30",0.913621432290512,2.6254178795855e-05,0.000672519836895226,0.0838657391696482,0.00181405452414862,"4",1931,"最近之東北事件","無專欄","['張梓生']",0.217054263565891,0.192248062015504,-0.0248062015503876,0.0134717576035857,0.731075697211155,0.0258964143426295,0.141434262948207,0.705179282868526,0.854581673306773,0
"83","1933-30-8-18",0.0496398162044928,0.275944703083351,0.570897671369678,0.0517479874795972,0.0517698218628805,"2",1933,"時事日誌","國內",NA,0.111111111111111,0.111111111111111,0,-0.383333333333333,0,-1,0,1,0,0
"84","1934-31-1-15",0.00289377700635182,0.130312611390421,0.000554985442863996,0.0533355750038105,0.812903051156553,"5",1934,"三十年來中國社會建設之演進","教育","['邵元冲']",0.129265770423992,0.238883143743537,0.109617373319545,0.0743846434942966,0.958174904942966,0.510773130544994,0.144486692015209,0.447401774397972,0.898605830164765,0
"85","1934-31-14-55",0.0631302925572742,0.384828250046712,0.0361090736841299,0.43183034461081,0.084102039101074,"2",1934,"時事日誌","國內",NA,0.5,0,-0.5,-0.34084225,0,-1,0,1,0,0
"86","1934-31-17-93",0.42319369963391,0.0135153844624975,0.0134665196600582,0.0402109203642645,0.50961347587927,"4",1934,"中國留日學生繪画展覽","圖畫",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"87","1934-31-17-94",0.42319369963391,0.0135153844624975,0.0134665196600582,0.0402109203642645,0.50961347587927,"4",1934,"中國留日學生繪画展覽","圖畫",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"88","1934-31-17-95",0.42319369963391,0.0135153844624975,0.0134665196600582,0.0402109203642645,0.50961347587927,"4",1934,"中國留日學生繪画展覽","圖畫",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
"89","1934-31-2-9",0.0657855152888762,0.00372792645516981,0.000493544842977896,0.00212209435631312,0.927870919056663,"5",1934,"中西接觸後社會上的變化","無專欄","['王造時']",0.192377495462795,0.210526315789474,0.0181488203266787,0.0226983248938429,0.87791932059448,0.390658174097665,0.153927813163482,0.487261146496815,0.790870488322718,0
"90","1935-32-1-51",0.0328193452052205,0.366425237767544,0.581185555789761,0.00737300049288056,0.0121968607445934,"2",1935,"去年赴日留學人數突增","其它",NA,0.236842105263158,0.0526315789473684,-0.184210526315789,0.006550575,0.55,0,0,0.55,0.2,0
"91","1935-32-1-83",0.378777971783337,0.00415746874835019,0.000783906916215801,0.00612070879552583,0.610159943756572,"4",1935,"日本的拘留所","其它","['李立俠']",0.22093023255814,0.133720930232558,-0.0872093023255814,0.0158362397822581,0.870967741935484,0.508064516129032,0.0403225806451613,0.362903225806452,0.782258064516129,0
